reaction2enzyme_id,reaction_id,enzyme_id
1500,3574,392
1501,3575,98
1502,3576,66
1503,3579,173
1504,3584,449
1505,3585,449
1506,3589,245
1507,3594,710
1508,3596,446
1509,3597,97
1510,3599,620
1511,3600,100
1512,3601,100
1513,3602,175
1514,3605,364
1515,3606,364
1516,3607,684
1517,3608,688
1518,3610,430
1519,3612,277
1520,3613,277
1521,3615,687
1522,3616,687
1523,3618,25
1524,3623,625
1525,3625,607
1526,3629,304
1527,3632,319
1528,3634,423
1529,3635,297
1530,3636,297
1531,3637,297
1532,3638,297
1533,3639,297
1534,3640,297
1535,3641,297
1536,3642,297
1537,3643,297
1538,3644,297
1539,3645,297
1540,3647,415
1541,3648,415
1542,3649,415
1543,3650,415
1544,3651,415
1545,3652,415
1546,3653,415
1547,3654,415
1548,3655,415
1549,3656,415
1550,3657,415
1551,3658,415
1552,3660,415
1553,3661,415
1554,3664,659
1555,3665,627
1556,3666,571
1557,3675,400
1558,3681,457
1559,3683,245
1560,3689,362
1561,3690,362
1562,3701,731
1563,3702,731
1564,3703,731
1565,3704,731
1566,3709,21
1567,3711,21
1568,3712,21
1569,3730,386
1570,3732,54
1571,3733,328
1572,3736,2
1573,3774,592
1574,3775,62
1575,3776,536
1576,3777,111
1577,3778,204
1578,3779,204
1579,3780,195
1580,3781,87
1581,3782,205
1582,3783,603
1583,3784,390
1584,3785,739
1585,3786,486
1586,3787,331
1587,3788,134
1588,3789,666
1589,3790,465
1590,3791,720
1591,3792,177
1592,3793,356
1593,3794,41
1594,3795,41
1595,3796,41
1596,3797,568
1597,3798,568
1598,3799,602
1599,3800,720
1600,3801,684
1601,3802,596
1602,3803,585
1603,3804,585
1604,3805,398
1605,3806,569
1606,3807,546
1607,3808,546
1608,3809,603
1609,3810,206
1610,3811,87
1611,3812,603
1612,3813,398
1613,3814,354
1614,3815,354
1615,3816,365
1616,3817,140
1617,3818,398
1618,3819,596
1619,3820,345
1620,3821,28
1621,3822,121
1622,3823,117
1623,3824,603
1624,3825,664
1625,3826,375
1626,3827,673
1627,3828,248
1628,3829,52
1629,3830,59
1630,3831,424
1631,3832,650
1632,3833,724
1633,3834,724
1634,3835,181
1635,3836,181
1636,3837,423
1637,3838,143
1638,3839,573
1639,3840,473
1640,3841,49
1641,3842,49
1642,3843,698
1643,3844,403
1644,3845,101
1645,3846,101
1646,3847,200
1647,3848,398
1648,3849,175
1649,3850,732
1650,3851,242
1651,3852,225
1652,3853,737
1653,3854,470
1654,3855,150
1655,3856,164
1656,3857,727
1657,3858,653
1658,3861,723
1659,3862,143
1660,3863,143
1661,3864,395
1662,3865,395
1663,3866,414
1664,3867,371
1665,3868,371
1666,3869,371
1667,3870,371
1668,3871,371
1669,3872,371
1670,3873,371
1671,3874,371
1672,3875,47
1673,3876,497
1674,3877,441
1675,3878,409
1676,3879,523
1677,3880,202
1678,3881,139
1679,3882,140
1680,3883,141
1681,3884,141
1682,3885,174
1683,3886,57
1684,3887,514
1685,3888,325
1686,3889,124
1687,3890,124
1688,3891,112
1689,3892,113
1690,3893,182
1691,3894,96
1692,3895,101
1693,3896,11
1694,3897,98
1695,3898,634
1696,3899,375
1697,3900,375
1698,3901,596
1699,3902,398
1700,3903,41
1701,3904,41
1702,3905,41
1703,3906,41
1704,3907,652
1705,3908,245
1706,3909,245
1707,3910,245
1708,3911,245
1709,3912,245
1710,3913,245
1711,3914,245
1712,3915,245
1713,3916,245
1714,3917,245
1715,3918,245
1716,3919,245
1717,3920,245
1718,3921,245
1719,3922,360
1720,3923,140
1721,3924,376
1722,3925,270
1723,3926,124
1724,3927,732
1725,3928,547
1726,3929,114
1727,3930,114
1728,3931,114
1729,3932,114
1730,3933,209
1731,3934,358
1732,3935,36
1733,3936,603
1734,3937,600
1735,3938,112
1736,3939,113
1737,3940,158
1738,3941,102
1739,3942,102
1740,3943,181
1741,3944,181
1742,3945,248
1743,3946,225
1744,3947,736
1745,3948,186
1746,3949,570
1747,3950,400
1748,3951,636
1749,3952,67
1750,3953,167
1751,3954,135
1752,3955,135
1753,3956,135
1754,3957,135
1755,3958,124
1756,3959,136
1757,3960,136
1758,3961,236
1759,3962,258
1760,3963,258
1761,3964,123
1762,3965,137
1763,3966,163
1764,3967,243
1765,3968,269
1766,3969,715
1767,3970,468
1768,3971,731
1769,3972,345
1770,3973,396
1771,3974,396
1772,3975,621
1773,3976,607
1774,3977,484
1775,3978,432
1776,3979,607
1777,3980,125
1778,3981,445
1779,3982,471
1780,3983,697
1781,3984,161
1782,3985,243
1783,3986,375
1784,3987,375
1785,3988,626
1786,3989,178
1787,3990,178
1788,3991,178
1789,3992,178
1790,3993,140
1791,3994,130
1792,3995,12
1793,3996,523
1794,3997,259
1795,3998,259
1796,3999,150
1797,4000,242
1798,4001,238
1799,4002,238
1800,4003,150
1801,4004,242
1802,4005,268
1803,4006,124
1804,4007,124
1805,4008,137
1806,4009,126
1807,4011,268
1808,4012,268
1809,4013,731
1810,4014,731
1811,4015,150
1812,4016,242
1813,4017,160
1814,4018,243
1815,4019,647
1816,4020,647
1817,4021,735
1818,4022,436
1819,4023,647
1820,4024,141
1821,4025,734
1822,4026,14
1823,4027,26
1824,4028,263
1825,4029,396
1826,4030,396
1827,4031,263
1828,4032,231
1829,4033,164
1830,4034,177
1831,4035,124
1832,4036,263
1833,4037,263
1834,4038,263
1835,4039,263
1836,4040,263
1837,4041,263
1838,4042,263
1839,4043,242
1840,4044,263
1841,4045,263
1842,4046,157
1843,4047,473
1844,4048,585
1845,4049,585
1846,4050,263
1847,4051,263
1848,4052,37
1849,4053,37
1850,4054,647
1851,4055,647
1852,4056,37
1853,4057,37
1854,4058,647
1855,4059,647
1856,4060,37
1857,4061,37
1858,4062,242
1859,4063,37
1860,4064,37
1861,4065,647
1862,4066,647
1863,4067,24
1864,4068,647
1865,4069,242
1866,4070,37
1867,4071,647
1868,4072,150
1869,4073,523
1870,4074,1
1871,4075,83
1872,4076,37
1873,4077,645
1874,4078,46
1875,4079,46
1876,4080,135
1877,4081,135
1878,4082,135
1879,4083,135
1880,4084,135
1881,4085,135
1882,4086,124
1883,4087,263
1884,4088,263
1885,4089,263
1886,4090,263
1887,4091,263
1888,4092,263
1889,4093,263
1890,4094,263
1891,4095,263
1892,4096,263
1893,4097,263
1894,4098,263
1895,4099,263
1896,4100,263
1897,4101,627
1898,4102,585
1899,4103,585
1900,4104,585
1901,4105,585
1902,4106,471
1903,4107,151
1904,4108,89
1905,4109,30
1906,4110,152
1907,4111,10
1908,4112,636
1909,4113,483
1910,4114,209
1911,4115,209
1912,4116,150
1913,4117,179
1914,4118,179
1915,4284,642
1916,4285,642
1917,4286,642
1918,4296,90
1919,4297,29
1920,4298,13
1921,4299,13
1922,4300,13
1923,4307,142
1924,4309,400
1925,4310,400
1926,4313,246
1927,4314,246
1928,4315,246
1929,4316,246
1930,4317,246
1931,4318,246
1932,4319,246
1933,4320,246
1934,4321,455
1935,4322,455
1936,4323,455
1937,4324,455
1938,4325,455
1939,4326,455
1940,4327,455
1941,4328,455
1942,4329,455
1943,4330,455
1944,4331,455
1945,4332,455
1946,4333,455
1947,4334,240
1948,4335,240
1949,4336,240
1950,4337,240
1951,4338,240
1952,4339,240
1953,4340,727
1954,4341,727
1955,4342,727
1956,4343,727
1957,4344,727
1958,4345,727
1959,4346,727
1960,4347,727
1961,4348,727
1962,4349,727
1963,4350,727
1964,4351,727
1965,4360,263
1966,4361,263
1967,4362,263
1968,4363,263
1969,4364,263
1970,4413,676
1971,4414,33
1972,4415,152
1973,4416,704
1974,4417,733
1975,4418,552
1976,4419,584
1977,4420,584
1978,4421,310
1979,4422,530
1980,4423,273
1981,4424,245
1982,4425,260
1983,4426,245
1984,4427,260
1985,4428,245
1986,4429,260
1987,4434,523
1988,4435,644
1989,4436,644
1990,4437,644
1991,4438,644
1992,4441,497
1993,4442,114
1994,4443,114
1995,4444,205
1996,4454,157
1997,4455,157
1998,4456,157
1999,4457,157
2000,4458,157
2001,4459,157
2002,4464,148
2003,4465,148
2004,4466,148
2005,4467,264
2006,4468,264
2007,4469,264
2008,4470,264
2009,4471,264
2010,4472,264
2011,4473,264
2012,4474,264
2013,4475,727
2014,4476,727
2015,4477,727
2016,5387,212
2017,5388,212
2018,5389,212
2019,5390,256
2020,5391,469
2021,5392,469
2022,5393,469
2023,5394,19
2024,5395,420
2025,5396,420
2026,5397,418
2027,5398,418
2028,5399,418
2029,5400,114
2030,5401,114
2031,5402,37
2032,5403,37
2033,5404,37
2034,5419,469
2035,5420,469
2036,5421,469
2037,5422,469
2038,5423,469
2039,5424,469
2040,5425,469
2041,5426,469
2042,5427,469
2043,5435,175
2044,5436,175
2045,5437,175
2046,5438,175
2047,5439,175
2048,5440,175
2049,5441,175
2050,5442,175
2051,5443,175
2052,5445,203
2053,5446,203
2054,5447,203
2055,5448,203
2056,5449,203
2057,5450,175
2058,5451,175
2059,5452,175
2060,5453,175
2061,5454,175
2062,5455,175
2063,5456,660
2064,5457,660
2065,5460,509
2066,5461,509
2067,5462,509
2068,5464,513
2069,5465,513
2070,5466,509
2071,5467,509
2072,5468,509
2073,5469,509
2074,5470,509
2075,5471,509
2076,5472,297
2077,5473,297
2078,5474,297
2079,5475,297
2080,5476,297
2081,5477,297
2082,5478,297
2083,5479,297
2084,5480,297
2085,5481,297
2086,5482,297
2087,5483,297
2088,5484,297
2089,5485,297
2090,5486,513
2091,5487,513
2092,5488,297
2093,5489,297
2094,5490,297
2095,5491,297
2096,5492,513
2097,5493,513
2098,5500,513
2099,5501,513
2100,5502,513
2101,5503,513
2102,5504,63
2103,5505,63
2104,5506,63
2105,5507,63
2106,5508,558
2107,5509,558
2108,5510,557
2109,5511,557
2110,5512,710
2111,5516,509
2112,5517,509
2113,5518,509
2114,5519,509
2115,5520,509
2116,5521,509
2117,5522,509
2118,5523,509
2119,5527,509
2120,5528,509
2121,5529,509
2122,5530,509
2123,5531,369
2124,5532,369
2125,5533,256
2126,5536,256
2127,5538,99
2128,5549,7
2129,5550,23
2130,5551,406
2131,5552,406
2132,5553,492
2133,5554,492
2134,5555,493
2135,5556,493
2136,5557,268
2137,5559,727
2138,5560,727
2139,5561,162
2140,5562,162
2141,5563,162
2142,5564,162
2143,5565,162
2144,5566,162
2145,5567,162
2146,5568,162
2147,5569,647
2148,5570,647
2149,5571,647
2150,5572,647
2151,5573,647
2152,5574,647
2153,5575,647
2154,5576,647
2155,5577,37
2156,5578,37
2157,5579,37
2158,5580,37
2159,5581,37
2160,5582,37
2161,5583,37
2162,5584,37
2163,5586,388
2164,5587,388
2165,5588,242
2166,5589,242
2167,5590,242
2168,5591,242
2169,5592,242
2170,5593,242
2171,5594,242
2172,5595,242
2173,5596,188
2174,5597,188
2175,5598,188
2176,5599,188
2177,5600,188
2178,5601,188
2179,5602,705
2180,5603,705
2181,5604,88
2182,5605,88
2183,5606,88
2184,5607,88
2185,5608,88
2186,5609,88
2187,5610,222
2188,5611,222
2189,5612,222
2190,5613,222
2191,5614,222
2192,5615,222
2193,5616,88
2194,5617,88
2195,5618,344
2196,5619,344
2197,5620,344
2198,5621,344
2199,5622,197
2200,5623,197
2201,5624,444
2202,5629,660
2203,5630,660
2204,5631,1
2205,5632,1
2206,5633,701
2207,5634,701
2208,5635,701
2209,5639,88
2210,5640,88
2211,5644,88
2212,5645,88
2213,5646,46
2214,5647,88
2215,5648,88
2216,5649,88
2217,5650,88
2218,5651,344
2219,5652,344
2220,5653,344
2221,5654,344
2222,5655,344
2223,5656,344
2224,5657,344
2225,5658,344
2226,5659,344
2227,5660,344
2228,5661,344
2229,5662,344
2230,5663,344
2231,5664,344
2232,5665,344
2233,5666,344
2234,5667,15
2235,5668,15
2236,5669,15
2237,5680,469
2238,5681,469
2239,5682,469
2240,5683,469
2241,5684,469
2242,5685,469
2243,5686,241
2244,5687,241
2245,5688,241
2246,5689,259
2247,5690,259
2248,5691,259
2249,5692,259
2250,5693,500
2251,5694,500
2252,5695,349
2253,5696,349
2254,5697,349
2255,5698,127
2256,5699,127
2257,5708,344
2258,5709,344
2259,5713,222
2260,5714,620
2261,5715,222
2262,5716,222
2263,5719,458
2264,5729,543
2265,5730,543
2266,5731,543
2267,5733,543
2268,5734,543
2269,5735,543
2270,5736,406
2271,5737,406
2272,5743,235
2273,5744,235
2274,5745,235
2275,5746,356
2276,5747,269
2277,5748,269
2278,5749,72
2279,5750,72
2280,5752,103
2281,5753,103
2282,5754,483
2283,5755,483
2284,5756,483
2285,5764,266
2286,5765,237
2287,5768,237
2288,5769,222
2289,5770,222
2290,5771,222
2291,5777,222
2292,5782,297
2293,5783,297
2294,5784,297
2295,5785,297
2296,5786,297
2297,5787,297
2298,5788,297
2299,5789,297
2300,5790,297
2301,5791,297
2302,5793,46
2303,5794,104
2304,5795,104
2305,5796,235
2306,5802,235
2307,5803,93
2308,5804,93
2309,5811,554
2310,5812,555
2311,5813,555
2312,5814,550
2313,5815,550
2314,5816,548
2315,5817,548
2316,5818,550
2317,5819,550
2318,5821,344
2319,5822,344
2320,5823,556
2321,5824,551
2322,5825,344
2323,5826,344
2324,5827,344
2325,5828,344
2326,5829,344
2327,5830,344
2328,5831,344
2329,5832,344
2330,5838,369
2331,5839,369
2332,5845,85
2333,5846,85
2334,5847,85
2335,5848,85
2336,5850,222
2337,5851,85
2338,5852,85
2339,5853,85
2340,5854,85
2341,5855,297
2342,5856,297
2343,5857,297
2344,5858,297
2345,5860,146
2346,5861,146
2347,5863,237
2348,5864,237
2349,5865,237
2350,5869,344
2351,5870,344
2352,5872,549
2353,5873,549
2354,5875,747
2355,5876,747
2356,5877,455
2357,5878,88
2358,5879,88
2359,5882,211
2360,5883,63
2361,5884,63
2362,5885,63
2363,5886,63
2364,5887,63
2365,5888,63
2366,5889,63
2367,5890,63
2368,5891,197
2369,5892,197
2370,5893,344
2371,5894,344
2372,5895,344
2373,5896,344
2374,5897,344
2375,5898,344
2376,5899,344
2377,5900,344
2378,5901,197
2379,5903,529
2380,5904,529
2381,5905,529
2382,5906,222
2383,5913,297
2384,5914,297
2385,5915,691
2386,5916,691
2387,5925,731
2388,5926,731
2389,5929,259
2390,5930,259
2391,5931,259
2392,5932,259
2393,5933,561
2394,5934,561
2395,5935,562
2396,5936,469
2397,5937,469
2398,5938,469
2399,5945,660
2400,5949,313
2401,5950,313
2402,5951,313
2403,5952,313
2404,5953,313
2405,5958,532
2406,5959,447
2407,5960,447
2408,5961,447
2409,5962,447
2410,5964,691
2411,5965,48
2412,5970,16
2413,5971,576
2414,6005,63
2415,6006,63
2416,6007,63
2417,6011,37
2418,6012,37
2419,6013,37
2420,6014,37
2421,6015,37
2422,6016,37
2423,6017,37
2424,6018,37
2425,6019,37
2426,6020,19
2427,6021,727
2428,6022,727
2429,6023,164
2430,6024,164
2431,6025,164
2432,6026,164
2433,6027,164
2434,6028,164
2435,6029,242
2436,6030,242
2437,6031,242
2438,6032,242
2439,6033,647
2440,6034,647
2441,6035,647
2442,6036,647
2443,6037,647
2444,6038,647
2445,6040,398
2446,6042,405
2447,6043,405
2448,6044,379
2449,6045,379
2450,6046,379
2451,6047,379
2452,6048,379
2453,6049,406
2454,6050,406
2455,6051,406
2456,6052,406
2457,6055,19
2458,6056,157
2459,6057,157
2460,6058,647
2461,6059,37
2462,6060,242
2463,6061,242
2464,6062,647
2465,6063,37
2466,6064,705
2467,6065,705
2468,6066,149
2469,6067,157
2470,6068,705
2471,6069,705
2472,6070,149
2473,6071,157
2474,6072,157
2475,6073,705
2476,6075,149
2477,6076,705
2478,6077,705
2479,6078,647
2480,6079,37
2481,6080,242
2482,6082,15
2483,6083,15
2484,6084,15
2485,6085,15
2486,6086,1
2487,6087,1
2488,6088,124
2489,6089,124
2490,6090,124
2491,6091,93
2492,6092,93
2493,6093,85
2494,6094,85
2495,6095,85
2496,6096,85
2497,6099,85
2498,6100,85
2499,6101,85
2500,6102,85
2501,6103,85
2502,6104,85
2503,6107,72
2504,6108,72
2505,6109,72
2506,6110,70
2507,6111,70
2508,6112,543
2509,6113,543
2510,6114,543
2511,6115,543
2512,6117,543
2513,6118,543
2514,6119,543
2515,6120,72
2516,6121,72
2517,6122,72
2518,6123,72
2519,6124,489
2520,6125,127
2521,6129,79
2522,6131,133
2523,6132,727
2524,6133,726
2525,6134,726
2526,6135,133
2527,6138,647
2528,6139,37
2529,6140,691
2530,6141,157
2531,6142,157
2532,6143,647
2533,6144,37
2534,6145,157
2535,6146,241
2536,6147,647
2537,6148,37
2538,6149,63
2539,6150,63
2540,6151,63
2541,6152,242
2542,6159,46
2543,6162,8
2544,6163,8
2545,6164,8
2546,6169,727
2547,6187,727
2548,6188,727
2549,6189,151
2550,6190,151
2551,6191,704
2552,6192,242
2553,6193,647
2554,6194,37
2555,6197,157
2556,6198,727
2557,6199,727
2558,6216,37
2559,6217,157
2560,6218,242
2561,6219,647
2562,6220,727
2563,6221,727
2564,6254,37
2565,6255,37
2566,6256,37
2567,6259,164
2568,6260,164
2569,6261,164
2570,6262,242
2571,6263,242
2572,6264,242
2573,6265,647
2574,6266,647
2575,6267,647
2576,6268,691
2577,6270,100
2578,6271,509
2579,6272,509
2580,6273,509
2581,6274,509
2582,6275,509
2583,6276,509
2584,6295,100
2585,6296,100
2586,6297,100
2587,6316,157
2588,6317,157
2589,6318,647
2590,6319,647
2591,6320,37
2592,6321,37
2593,6322,37
2594,6326,543
2595,6327,543
2596,6328,543
2597,6329,543
2598,6330,297
2599,6331,297
2600,6332,297
2601,6333,297
2602,6335,297
2603,6336,297
2604,6337,297
2605,6338,297
2606,6339,440
2607,6340,440
2608,6341,440
2609,6342,440
2610,6343,440
2611,6344,493
2612,6345,493
2613,6346,492
2614,6348,492
2615,6349,501
2616,6350,501
2617,6351,501
2618,6352,93
2619,6353,93
2620,6354,93
2621,6355,93
2622,6356,93
2623,6357,93
2624,6358,93
2625,6359,93
2626,6361,501
2627,6362,501
2628,6363,501
2629,6364,15
2630,6365,15
2631,6366,15
2632,6367,93
2633,6368,93
2634,6369,93
2635,6370,93
2636,6371,93
2637,6372,93
2638,6374,157
2639,6375,157
2640,6376,727
2641,6377,727
2642,6378,727
2643,6379,727
2644,6380,242
2645,6381,242
2646,6382,647
2647,6383,647
2648,6384,37
2649,6385,37
2650,6386,37
2651,6387,469
2652,6388,469
2653,6389,469
2654,6390,37
2655,6391,37
2656,6392,37
2657,6393,157
2658,6394,157
2659,6395,242
2660,6396,242
2661,6397,469
2662,6398,469
2663,6399,469
2664,6400,647
2665,6401,647
2666,6402,727
2667,6403,727
2668,6404,727
2669,6405,727
2670,6406,124
2671,6407,124
2672,6408,124
2673,6409,180
2674,6411,175
2675,6412,175
2676,6413,175
2677,6414,85
2678,6415,85
2679,6416,341
2680,6418,529
2681,6419,529
2682,6420,529
2683,6421,242
2684,6422,242
2685,6423,157
2686,6424,647
2687,6425,37
2688,6426,242
2689,6427,157
2690,6428,647
2691,6429,149
2692,6430,149
2693,6431,37
2694,6432,242
2695,6433,157
2696,6434,242
2697,6435,157
2698,6436,647
2699,6437,37
2700,6438,242
2701,6439,647
2702,6440,37
2703,6441,149
2704,6442,149
2705,6462,15
2706,6463,15
2707,6464,15
2708,6465,85
2709,6466,85
2710,6467,85
2711,6468,85
2712,6469,85
2713,6470,85
2714,6472,85
2715,6473,85
2716,6474,242
2717,6475,242
2718,6476,469
2719,6477,469
2720,6478,469
2721,6479,157
2722,6480,157
2723,6481,727
2724,6482,727
2725,6483,727
2726,6484,727
2727,6485,647
2728,6486,647
2729,6487,37
2730,6488,37
2731,6489,37
2732,6502,85
2733,6503,85
2734,6505,15
2735,6506,15
2736,6507,15
2737,6508,85
2738,6509,85
2739,6510,72
2740,6511,72
2741,6512,15
2742,6513,15
2743,6514,15
2744,6516,72
2745,6517,72
2746,6519,103
2747,6520,103
2748,6521,103
2749,6522,103
2750,6524,542
2751,6527,268
2752,6528,675
2753,6529,708
2754,6530,708
2755,6531,72
2756,6532,72
2757,6534,543
2758,6535,543
2759,6536,543
2760,6537,543
2761,6538,543
2762,6539,543
2763,6540,15
2764,6541,15
2765,6542,72
2766,6543,72
2767,6544,85
2768,6545,85
2769,6546,212
2770,6547,212
2771,6548,212
2772,6549,72
2773,6550,72
2774,6551,72
2775,6552,85
2776,6553,85
2777,6555,85
2778,6556,85
2779,6557,543
2780,6558,543
2781,6559,543
2782,6560,65
2783,6561,65
2784,6562,65
2785,6563,65
2786,6564,344
2787,6565,344
2788,6566,344
2789,6567,344
2790,6568,85
2791,6569,85
2792,6571,70
2793,6572,70
2794,6573,70
2795,6574,70
2796,6575,70
2797,6576,70
2798,6577,70
2799,6578,70
2800,6579,344
2801,6580,344
2802,6581,344
2803,6582,344
2804,6583,344
2805,6584,344
2806,6585,344
2807,6586,344
2808,6587,344
2809,6589,16
2810,6590,16
2811,6591,86
2812,6592,1
2813,6593,124
2814,6594,344
2815,6595,344
2816,6596,344
2817,6598,344
2818,6599,344
2819,6600,344
2820,6601,242
2821,6602,242
2822,6603,469
2823,6604,469
2824,6605,469
2825,6606,157
2826,6607,157
2827,6608,727
2828,6609,727
2829,6610,727
2830,6611,727
2831,6612,647
2832,6613,647
2833,6614,37
2834,6615,37
2835,6616,37
2836,6617,706
2837,6619,706
2838,6622,103
2839,6623,103
2840,6624,37
2841,6625,37
2842,6626,469
2843,6627,242
2844,6628,157
2845,6629,727
2846,6630,647
2847,6631,157
2848,6632,149
2849,6633,705
2850,6634,647
2851,6635,469
2852,6636,708
2853,6637,708
2854,6638,15
2855,6639,15
2856,6640,15
2857,6641,15
2858,6642,15
2859,6643,15
2860,6644,157
2861,6645,157
2862,6646,157
2863,6647,37
2864,6648,37
2865,6649,37
2866,6650,705
2867,6657,91
2868,6658,91
2869,6659,211
2870,6660,211
2871,6661,211
2872,6662,211
2873,6663,93
2874,6664,93
2875,6665,543
2876,6666,543
2877,6667,543
2878,6668,543
2879,6669,543
2880,6670,543
2881,6671,543
2882,6672,543
2883,6673,543
2884,6674,93
2885,6675,93
2886,6676,543
2887,6677,543
2888,6678,543
2889,6679,93
2890,6680,93
2891,6681,93
2892,6682,93
2893,6683,543
2894,6684,543
2895,6685,543
2896,6686,93
2897,6687,93
2898,6797,48
2899,7359,42
2900,7373,179
2901,7378,178
2902,7380,461
2903,7386,178
2904,7391,682
